"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Wyposazenie","Material budynku","cena","urlo","miasto","Media","Zabezpieczenia","Informacje dodatkowe","Dostepne od"
"1:335","33,49 m²","pelna wlasnosc","1 ","do remontu","3","zapytaj","zapytaj","zapytaj","tak","gazowe","pierwotny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,"cegla","267 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-33-49-mkw-w-centrum-ul-warszawska-ID4g4Pv","katowice",NA,"domofon / wideofon",NA,NA
"1:336","37,09 m²","pelna wlasnosc","1 ","do remontu","3/4","zapytaj","zapytaj","zapytaj","tak","gazowe","pierwotny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,"cegla","296 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-09-mkw-w-centrum-ul-warszawska-ID4g4Pb","katowice",NA,"domofon / wideofon",NA,NA
"1:337","35 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,"cegla","236 000 zl","https://www.otodom.pl/pl/oferta/katowice-brynow-zgrzebnioka-brynow-ul-gallusa-ID4g4Fd","katowice",NA,NA,NA,NA
"1:338","25,1 m²","pelna wlasnosc","1 ","do remontu","2/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","1930","kamienica","plastikowe","nie",NA,"cegla","212 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25m2-doskonala-lokalizacja-ID4g1jE","katowice",NA,"teren zamkniety, domofon / wideofon",NA,NA
"1:339","32,74 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,"365 000 zl","https://www.otodom.pl/pl/oferta/top-lokalizacja-centrum-katowic-taras-na-dachu-ID4g08X","katowice","telewizja kablowa, internet","monitoring / ochrona",NA,NA
"1:340","32,7 m²","zapytaj","2 ","do wykonczenia","1/4","zapytaj","zapytaj","garaz/miejsce parkingowe","Film","miejskie","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","nie",NA,NA,"268 140 zl","https://www.otodom.pl/pl/oferta/nowy-nikisz-apartament-w-sercu-slaska-ID4fZLQ","katowice","telewizja kablowa, internet",NA,"oddzielna kuchnia",NA
"1:341","32,6 m²","zapytaj","2 ","do wykonczenia","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","Film","miejskie","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","nie",NA,NA,"268 140 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-nowym-nikiszu-serce-slaska-ID4fZLO","katowice","telewizja kablowa, internet",NA,"oddzielna kuchnia",NA
"1:342","32,2 m²","pelna wlasnosc","1 ","do remontu","1/4","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2004","blok",NA,"tak",NA,NA,"275 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-32-2-m2-miejsce-parkingowe-w-cenie-ID4fapP","katowice",NA,"monitoring / ochrona",NA,NA
"1:343","31,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-bez-prowizji-ID4fVlX","katowice",NA,NA,NA,NA
"1:344","30,67 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4fVlV","katowice",NA,NA,NA,NA
"1:345","31,6 m²","pelna wlasnosc","2 ","do wykonczenia","> 10/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"341 235 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-debowe-tarasy-ID4fRGg","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:346","28,34 m²","zapytaj","1 ","do wykonczenia","3","balkon","250 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"335 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-28-34-m-katowice-ID4fOWL","katowice",NA,NA,NA,"2022-06-30"
"1:347","36 m²","pelna wlasnosc","1 ","do zamieszkania","parter","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,"269 000 zl","https://www.otodom.pl/pl/oferta/nowa-cena-katowice-gotowe-do-zamieszkania-ID4fOEb","katowice",NA,NA,NA,NA
"1:348","25,92 m²","pelna wlasnosc","1 ","do wykonczenia","1/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"292 157 zl","https://www.otodom.pl/pl/oferta/nowe-1-pok-debowe-tarasy-ID4fNgk","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:349","32,53 m²","pelna wlasnosc","2 ","do wykonczenia","7/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"377 348 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-debowe-tarasy-ID4fNeP","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:350","31,6 m²","pelna wlasnosc","2 ","do wykonczenia","8/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"376 040 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-debowe-tarasy-ID4fNdY","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:351","25,1 m²","pelna wlasnosc","1 ","do remontu","2/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","1930","kamienica","plastikowe","nie",NA,"cegla","199 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25m2-doskonala-lokalizacja-ID4fMKL","katowice",NA,"teren zamkniety, domofon / wideofon",NA,NA
"1:352","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","4/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bez-prowizji-ID4fMjr","katowice",NA,NA,NA,NA
"1:353","25,92 m²","zapytaj","1 ","do wykonczenia","1/13","balkon, taras","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","303 264 zl","https://www.otodom.pl/pl/oferta/apartamenty-przy-silesii-0-pcc-brak-prowizji-ID4fKbp","katowice",NA,NA,NA,NA
"1:354","33,07 m²","pelna wlasnosc","2 ","do wykonczenia","> 10/13","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"383 612 zl","https://www.otodom.pl/pl/oferta/2-pok-apartament-debowe-tarasy-ID4fH5r","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:355","32,6 m²","pelna wlasnosc","2 ","do wykonczenia","1/13","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"353 907 zl","https://www.otodom.pl/pl/oferta/2-pok-pierwsze-pietro-debowe-tarasy-promocja-ID4fGQg","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:356","32,55 m²","pelna wlasnosc","2 ","do wykonczenia","parter/13","ogródek","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"353 374 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-na-parterze-debowe-tarasy-nowa-cena-ID4fGPW","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:357","37,31 m²","pelna wlasnosc","2 ","do wykonczenia","parter/13","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"345 819 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37m2-debowe-tarasy-nizsza-cena-ID4fGPu","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:358","25,92 m²","zapytaj","1 ","do wykonczenia","1/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,NA,"292 157 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-1-pietrze-debowe-tarasy-ID4fGOG","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:359","30,87 m²","pelna wlasnosc","1 ","do wykonczenia","1/13","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"337 965 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-na-debowych-tarasach-ID4fGMK","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA
"1:360","33,31 m²","zapytaj","1 ","do wykonczenia","7/7","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","nie","meble",NA,"406 382 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-ID4eRK9","katowice",NA,NA,NA,"2022-01-11"
"1:361","25,1 m²","pelna wlasnosc","1 ","do remontu","2/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","1930","kamienica","plastikowe","nie",NA,"cegla","199 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25m2-doskonala-lokalizacja-ID4fFPE","katowice",NA,"teren zamkniety, domofon / wideofon",NA,NA
"1:362","29,47 m²","pelna wlasnosc","1 ","do wykonczenia","1/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bezposrednio-ID4ecMP","katowice",NA,NA,NA,NA
"1:363","37,73 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","zapytaj","106 zl","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","2021","kamienica","plastikowe","nie",NA,"cegla","320 705 zl","https://www.otodom.pl/pl/oferta/nr-4-przestrony-salon-z-kuchnia-i-sypialnia-ID4fDsk","katowice","telewizja kablowa, internet, telefon","domofon / wideofon",NA,NA
"1:364","26,1 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4fCdT","katowice",NA,NA,NA,NA
"1:365","26,03 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4fCdE","katowice",NA,NA,NA,NA
"1:366","30 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4fCd0","katowice",NA,NA,NA,NA
"1:367","30 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4fCd1","katowice",NA,NA,NA,NA
"1:368","30 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4fCcR","katowice",NA,NA,NA,NA
"1:369","30 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4fCcL","katowice",NA,NA,NA,NA
"1:370","30 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4fCcF","katowice",NA,NA,NA,NA
"1:371","30 m²","pelna wlasnosc","1 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4fCcy","katowice",NA,NA,NA,NA
"1:372","30 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4fCcu","katowice",NA,NA,NA,NA
"1:373","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4fCco","katowice",NA,NA,NA,NA
"1:374","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4fCcc","katowice",NA,NA,NA,NA
"1:375","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4fCc5","katowice",NA,NA,NA,NA
"1:376","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4fCc0","katowice",NA,NA,NA,NA
"1:377","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4fCbT","katowice",NA,NA,NA,NA
"1:378","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4fCbO","katowice",NA,NA,NA,NA
"1:379","37,73 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","zapytaj","106 zl","zapytaj","Film","miejskie","wtórny","biuro nieruchomosci ","2021","kamienica",NA,"tak",NA,"cegla","320 705 zl","https://www.otodom.pl/pl/oferta/nr-4-przestrony-salon-z-kuchnia-i-sypialnia-ID4fBfG","katowice","internet","domofon / wideofon",NA,NA
"1:380","38 m²","spóldzielcze wlasnosciowe","2 ","zapytaj","1/3","zapytaj","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1982","blok",NA,"nie",NA,NA,"272 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-na-os-odrodzenia-ID4fx0B","katowice",NA,NA,"oddzielna kuchnia",NA
"1:381","36 m²","pelna wlasnosc","1 ","do remontu","parter/3","zapytaj","280 zl","garaz/miejsce parkingowe","zapytaj","elektryczne","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie","meble","cegla","187 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-w-swietnej-lokalizacji-ID4fv4Y","katowice",NA,NA,"piwnica, pom. uzytkowe",NA
"1:382","34,28 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"337 658 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fuGd","katowice",NA,NA,NA,NA
"1:383","32,6 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"317 850 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4fuFS","katowice",NA,NA,NA,NA
"1:384","31,76 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"316 650 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-ID4fuGV","katowice",NA,NA,NA,NA
"1:385","31,46 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"307 990 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-ID4fuGS","katowice",NA,NA,NA,NA
"1:386","31,76 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"313 790 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-ID4fuGT","katowice",NA,NA,NA,NA
"1:387","31,46 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"307 990 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-ID4fuGC","katowice",NA,NA,NA,NA
"1:388","32,98 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"324 520 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4fuGa","katowice",NA,NA,NA,NA
"1:389","34,28 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"340 740 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4fuFY","katowice",NA,NA,NA,NA
"1:390","33,99 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"331 740 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-ID4fuFL","katowice",NA,NA,NA,NA
"1:391","33,99 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"331 740 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-bezposrednio-ID4fuFJ","katowice",NA,NA,NA,NA
"1:392","25,1 m²","pelna wlasnosc","1 ","do remontu","2/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","1930","kamienica","plastikowe","nie",NA,"cegla","199 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25m2-doskonala-lokalizacja-ID4fudG","katowice",NA,"teren zamkniety, domofon / wideofon",NA,NA
"1:393","29,94 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"cegla","605 411 zl","https://www.otodom.pl/pl/oferta/gotowe-przepiekne-klimatyzowane-w-centrum-ID4fncx","katowice","telewizja kablowa, internet, telefon","monitoring / ochrona","oddzielna kuchnia",NA
"1:394","32,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie",NA,NA,"261 600 zl","https://www.otodom.pl/pl/oferta/zabytkowy-nikiszowiec-nowe-osiedle-ID4fr8Q","katowice",NA,NA,NA,NA
"1:395","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bez-prowizji-ID4ecLD","katowice",NA,NA,NA,NA
"1:396","31,6 m²","pelna wlasnosc","2 ","do wykonczenia","10/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"pustak","376 040 zl","https://www.otodom.pl/pl/oferta/idealna-inwestycja-pod-wynajem-ID4fqwz","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA
"1:397","31,61 m²","pelna wlasnosc","2 ","do wykonczenia","10/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"pustak","369 837 zl","https://www.otodom.pl/pl/oferta/idealna-inwestycja-pod-wynajem-ID4fqpa","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA
"1:398","30,5 m²","pelna wlasnosc","1 ","zapytaj","1/6","zapytaj","507 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,NA,"195 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-jednopokojowe-w-dobrej-lokalizacji-ID4fq6k","katowice",NA,NA,NA,NA
