"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:557","36,55 m²","zapytaj","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"285 090 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-panorama-wislana-ID4gCAC","bydgoszcz",NA
"1:558","36,4 m²","zapytaj","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"oddzielna kuchnia, pom. uzytkowe",NA,"283 920 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-panorama-wislana-ID4gCAv","bydgoszcz",NA
"1:559","36,37 m²","zapytaj","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"280 049 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCsK","bydgoszcz",NA
"1:560","36,55 m²","zapytaj","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"281 435 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCrg","bydgoszcz",NA
"1:561","36,4 m²","zapytaj","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"oddzielna kuchnia, pom. uzytkowe",NA,"280 280 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCqL","bydgoszcz",NA
"1:562","32,72 m²","zapytaj","2 ","do wykonczenia","4/5","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"silikat","310 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-stan-deweloperski-perlowa-dolina-ID4fl0g","bydgoszcz",NA
"1:563","36,72 m²","zapytaj","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"oddzielna kuchnia, pom. uzytkowe",NA,"282 744 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCoS","bydgoszcz",NA
"1:564","37,32 m²","zapytaj","3 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"451 044 zl","https://www.otodom.pl/pl/oferta/3-pokojowe-dwustronne-mieszkanie-ID4gCls","bydgoszcz",NA
"1:565","36,37 m²","zapytaj","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"276 412 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCkr","bydgoszcz",NA
"1:566","36,39 m²","zapytaj","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"276 564 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCjY","bydgoszcz",NA
"1:567","36,05 m²","zapytaj","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"273 980 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCjK","bydgoszcz",NA
"1:568","36,37 m²","zapytaj","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"276 412 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCgr","bydgoszcz",NA
"1:569","36,37 m²","zapytaj","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"272 775 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCb8","bydgoszcz",NA
"1:570","36,39 m²","zapytaj","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"272 925 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gCat","bydgoszcz",NA
"1:571","36,37 m²","zapytaj","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"oddzielna kuchnia, pom. uzytkowe",NA,"272 775 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokojowe-mieszkanie-os-panorama-wislana-ID4gC88","bydgoszcz",NA
"1:572","35,47 m²","zapytaj","1 ","zapytaj","1/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1990","blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-35-m2-w-fordonie-ID4gC1G","bydgoszcz",NA
"1:573","27 m²","zapytaj","1 ","zapytaj","10/10","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"tak",NA,NA,NA,NA,NA,"185 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-bloniu-idealna-pod-wynajem-ID4gC1z","bydgoszcz",NA
"1:574","36,37 m²","zapytaj","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"269 138 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-osiedle-panorama-wislana-ID4gBXY","bydgoszcz",NA
"1:575","36,39 m²","zapytaj","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"269 286 zl","https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-z-balkonem-panorama-wislana-ID4gBVo","bydgoszcz",NA
"1:576","36,37 m²","zapytaj","3 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"269 138 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-osiedle-panorama-wislana-ID4gBRx","bydgoszcz",NA
"1:577","35,1 m²","zapytaj","2 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,"piwnica",NA,"260 000 zl","https://www.otodom.pl/pl/oferta/m3-parter-ugory-35m2-polecam-ID4gqLh","bydgoszcz",NA
"1:578","26 m²","zapytaj","1 ","do zamieszkania","1/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla","215 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-bydgoszcz-bielawy-ID4gBHF","bydgoszcz",NA
"1:579","30 m²","zapytaj","2 ","do remontu","parter/11","zapytaj","245 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1977",NA,"plastikowe","tak",NA,NA,NA,"piwnica","wielka plyta","219 000 zl","https://www.otodom.pl/pl/oferta/30-m2-na-parterze-z-widokiem-na-zielen-ID4gBCJ","bydgoszcz",NA
"1:580","28,2 m²","pelna wlasnosc","2 ","zapytaj","1/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"cegla","239 700 zl","https://www.otodom.pl/pl/oferta/mieszkania-w-poblizu-rzeki-ID4dK0a","bydgoszcz",NA
"1:581","33,54 m²","pelna wlasnosc","2 ","zapytaj","1/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"cegla","278 382 zl","https://www.otodom.pl/pl/oferta/mieszkania-w-poblizu-rzeki-ID4e8S8","bydgoszcz",NA
"1:582","28,2 m²","pelna wlasnosc","2 ","zapytaj","3/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"cegla","242 520 zl","https://www.otodom.pl/pl/oferta/mieszkania-w-poblizu-rzeki-ID4e5Fh","bydgoszcz",NA
"1:583","27,45 m²","pelna wlasnosc","2 ","zapytaj","5/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"cegla","236 070 zl","https://www.otodom.pl/pl/oferta/mieszkania-w-poblizu-rzeki-ID4e5Fs","bydgoszcz",NA
"1:584","28,49 m²","pelna wlasnosc","2 ","zapytaj","5/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"cegla","245 014 zl","https://www.otodom.pl/pl/oferta/mieszkania-w-poblizu-rzeki-ID4e5Fn","bydgoszcz",NA
"1:585","27,45 m²","pelna wlasnosc","2 ","zapytaj","6/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"cegla","236 070 zl","https://www.otodom.pl/pl/oferta/mieszkania-w-poblizu-rzeki-ID4e8Sd","bydgoszcz",NA
"1:586","37 m²","zapytaj","2 ","zapytaj","3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,NA,NA,"265 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-bydgoszcz-ID4gAUs","bydgoszcz",NA
"1:587","29 m²","zapytaj","1 ","zapytaj","4/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,NA,"225 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-29-m-bydgoszcz-ID4gAAg","bydgoszcz",NA
"1:588","30 m²","zapytaj","1 ","zapytaj","3/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"teren zamkniety, monitoring / ochrona",NA,NA,"cegla","269 000 zl","https://www.otodom.pl/pl/oferta/nowe-0-pcc-30-m2-za-chwile-do-zamieszkania-ID4gA6m","bydgoszcz",NA
"1:589","25,72 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022",NA,NA,"tak","telewizja kablowa, internet","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/aura-towers-wyjatkowa-kawalerka-a-4-38-ID4apWx","bydgoszcz",NA
"1:590","25 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","1 000 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie",NA,"domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","cegla","165 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-blisko-rzeki-wsg-ID4gpKa","bydgoszcz","2021-08-23"
"1:591","36,11 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","ogródek","150 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2022",NA,"plastikowe","nie",NA,NA,NA,NA,NA,"247 353,50 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodem-20-minut-od-centrum-bydgoszc-ID4fz2t","bydgoszcz","2022-10-31"
"1:592","31,16 m²","pelna wlasnosc","1 ","do remontu","9/10","zapytaj","395 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,NA,"tak",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","209 999 zl","https://www.otodom.pl/pl/oferta/kawalerka-swietna-lokalizacja-przylesie-ID4d0uF","bydgoszcz",NA
"1:593","34,62 m²","pelna wlasnosc","2 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"250 100 zl","https://www.otodom.pl/pl/oferta/nowy-wyszogrod-nowe-mieszkanie-wg-b1-42-ID4f0nq","bydgoszcz",NA
"1:594","24,28 m²","zapytaj","2 ","zapytaj","3/3","zapytaj","138 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","drewniane","nie",NA,NA,NA,"oddzielna kuchnia",NA,"229 000 zl","https://www.otodom.pl/pl/oferta/mieszkamie-2-pokoje-w-srodmiesciu-ID4gy7T","bydgoszcz",NA
"1:595","30 m²","zapytaj","2 ","zapytaj","1/3","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,NA,NA,NA,NA,"268 900 zl","https://www.otodom.pl/pl/oferta/m2-apartament-gorzyskowo-ID4gxPU","bydgoszcz",NA
"1:596","33,7 m²","zapytaj","2 ","zapytaj","3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-33-70-m-bydgoszcz-ID4gxPe","bydgoszcz",NA
"1:597","18,5 m²","pelna wlasnosc","1 ","do zamieszkania","2/3","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","1930",NA,"plastikowe","nie",NA,NA,"meble, piekarnik, kuchenka","pom. uzytkowe",NA,"164 500 zl","https://www.otodom.pl/pl/oferta/2-kawalerki-w-centrum-idealna-inwestycja-ID4gxji","bydgoszcz",NA
"1:598","32,75 m²","zapytaj","2 ","zapytaj","2/3","balkon","459 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2013","blok","plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"320 000 zl","https://www.otodom.pl/pl/oferta/ciekawe-mieszkanie-na-gorzyskowie-ID4gsKy","bydgoszcz",NA
"1:599","31,8 m²","zapytaj","1 ","zapytaj","3/4","balkon","310 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,"piwnica","cegla","229 500 zl","https://www.otodom.pl/pl/oferta/to-jest-to-czego-szukasz-kawalerka-do-wprowadzenia-ID4gx2t","bydgoszcz",NA
"1:600","37 m²","pelna wlasnosc","2 ","zapytaj","3/3","zapytaj","435 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"289 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-na-sulkowskiego-ID4gvDx","bydgoszcz",NA
"1:601","29,27 m²","pelna wlasnosc","1 ","do zamieszkania","1/11","balkon","370 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1981",NA,NA,"tak",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","wielka plyta","245 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-os-lesnym-bez-junkersa-ID4fZwb","bydgoszcz","2022-06-16"
"1:602","33,15 m²","zapytaj","2 ","do wykonczenia","5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022",NA,NA,"tak","telewizja kablowa, internet","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/aura-towers-wyjatkowe-mieszkanie-b-5-36-ID4adbB","bydgoszcz",NA
"1:603","29,91 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"236 800 zl","https://www.otodom.pl/pl/oferta/nowy-wyszogrod-nowe-mieszkanie-wg-b1-26-ID4f0mm","bydgoszcz",NA
"1:604","37 m²","zapytaj","2 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,NA,"255 000 zl","https://www.otodom.pl/pl/oferta/m-3-kapusciska-z-potencjalem-ID4g3N8","bydgoszcz",NA
"1:605","36,87 m²","zapytaj","2 ","do remontu","4/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie","telewizja kablowa, internet",NA,NA,"oddzielna kuchnia","cegla","235 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-samym-centrum-ID4gwHv","bydgoszcz","2022-08-02"
"1:606","37,5 m²","zapytaj","3 ","do remontu","2/2","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1960","blok",NA,"nie",NA,NA,NA,"piwnica",NA,"250 000 zl","https://www.otodom.pl/pl/oferta/m-3-ii-pietro-37-5-m2-kapusciska-tanio-ID4e1PA","bydgoszcz",NA
"1:607","36 m²","pelna wlasnosc","2 ","zapytaj","1/2","zapytaj","210 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1910",NA,NA,"nie",NA,NA,NA,"piwnica",NA,"230 000 zl","https://www.otodom.pl/pl/oferta/swietna-inwestycja-niska-cena-ID4eUGB","bydgoszcz",NA
"1:608","31 m²","zapytaj","1 ","zapytaj","3","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,NA,NA,"269 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-31m2-gorzyskowo-stan-deweloperski-ID4guIu","bydgoszcz",NA
"1:609","26,3 m²","pelna wlasnosc","1 ","do zamieszkania","parter/2","zapytaj","260 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2017","blok",NA,"nie",NA,"monitoring / ochrona","meble","oddzielna kuchnia","cegla","279 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-nowym-bloku-niski-parter-balkon-ID4f144","bydgoszcz",NA
"1:610","36,5 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","1930",NA,"plastikowe","nie",NA,NA,"meble, piekarnik, kuchenka","pom. uzytkowe",NA,"329 000 zl","https://www.otodom.pl/pl/oferta/2-kawalerki-w-centrum-idealna-inwestycja-ID4gtVX","bydgoszcz",NA
"1:611","38 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,NA,"piwnica","cegla","249 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-kapusciska-ID4gtAy","bydgoszcz",NA
"1:612","32 m²","zapytaj","2 ","zapytaj","3/3","zapytaj","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,"oddzielna kuchnia",NA,"279 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-okole-ID4gtfd","bydgoszcz",NA
"1:613","25,5 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","200 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","210 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-po-remoncie-szwederowo-ID4gt5u","bydgoszcz",NA
"1:614","37 m²","zapytaj","2 ","zapytaj","3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"273 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-bydgoszcz-ID4gsX7","bydgoszcz",NA
"1:615","37 m²","zapytaj","2 ","zapytaj","4/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"255 000 zl","https://www.otodom.pl/pl/oferta/m-3-na-wyzynach-balkon-ID4gsM7","bydgoszcz",NA
"1:616","35 m²","zapytaj","2 ","zapytaj","parter","zapytaj","280 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"tak",NA,NA,NA,"oddzielna kuchnia",NA,"285 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-nowym-bloku-centrum-ID4gsIw","bydgoszcz",NA
"1:617","37 m²","zapytaj","2 ","zapytaj","parter","zapytaj","380 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"229 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-centrum-ID4gsIt","bydgoszcz",NA
"1:618","26 m²","pelna wlasnosc","2 ","zapytaj","1/2","zapytaj","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1920","kamienica","plastikowe","nie",NA,NA,NA,"piwnica",NA,"210 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-1p-w-wszystko-nowe-ID4gsET","bydgoszcz",NA
"1:619","37,5 m²","pelna wlasnosc","2 ","do remontu","1/2","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1930","kamienica",NA,"nie",NA,NA,NA,"pom. uzytkowe","cegla","224 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-w-swietnej-lokalizacji-ID4gsbq","bydgoszcz","2022-04-27"
"1:620","30,5 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2002","blok","drewniane","nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","cegla","230 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-ciche-centrum-sloneczne-ID4gs4d","bydgoszcz","2022-04-27"
"1:621","36,31 m²","zapytaj","2 ","zapytaj","parter/3","taras","340 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"298 000 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-deweloperskie-okazja-ID4grdE","bydgoszcz",NA
"1:622","37,58 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/industria-przestronne-mieszkanie-m25-c-ID4eaOx","bydgoszcz",NA
"1:623","34 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","zapytaj","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"lodówka, kuchenka",NA,NA,"320 000 zl","https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-2-pokojowe-w-centrum-34m2-ID4gqIY","bydgoszcz",NA
"1:624","25,5 m²","pelna wlasnosc","2 ","zapytaj","1/2","zapytaj","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia","cegla","210 000 zl","https://www.otodom.pl/pl/oferta/szwederowo-m3-po-remoncie-polecam-ID4glFB","bydgoszcz",NA
"1:625","25 m²","pelna wlasnosc","1 ","zapytaj","1/3","zapytaj","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1935","kamienica","plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona",NA,"oddzielna kuchnia","cegla","159 000 zl","https://www.otodom.pl/pl/oferta/159000-zl-kawalerka-25-m2-po-remoncie-szwederowo-ID4gqEH","bydgoszcz",NA
