"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","cena","urlo","miasto","Material budynku","Informacje dodatkowe","Dostepne od"
"1:1082","35,1 m²","pelna wlasnosc","2 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gTSi","wroclaw",NA,NA,NA
"1:1083","35,1 m²","pelna wlasnosc","2 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4gTRS","wroclaw",NA,NA,NA
"1:1084","29,5 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4gTRM","wroclaw",NA,NA,NA
"1:1085","38 m²","spóldzielcze wlasnosciowe","2 ","zapytaj","2/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","dom wolnostojacy",NA,"nie",NA,NA,"lodówka, meble, pralka","385 000 zl","https://www.otodom.pl/pl/oferta/ladne-mieszkanie-niedaleko-legnickiej-ID4gDkJ","wroclaw","cegla","piwnica, oddzielna kuchnia",NA
"1:1086","33 m²","pelna wlasnosc","2 ","zapytaj","parter/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1930","kamienica",NA,"nie",NA,NA,"lodówka, meble, pralka","380 000 zl","https://www.otodom.pl/pl/oferta/ladne-mieszkanie-na-borowskiej-ID4gTH6","wroclaw","cegla","piwnica, oddzielna kuchnia",NA
"1:1087","32,85 m²","pelna wlasnosc","2 ","do zamieszkania","1/1","zapytaj","270 zl","garaz/miejsce parkingowe","zapytaj","inne","wtórny","biuro nieruchomosci ","1945","kamienica","plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, pralka","289 000 zl","https://www.otodom.pl/pl/oferta/przytulne-2-pok-mieszkanie-z-kominkiem-i-garazem-ID4gTHk","wroclaw","cegla",NA,"2022-06-01"
"1:1088","27 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,"teren zamkniety",NA,"364 000 zl","https://www.otodom.pl/pl/oferta/urzadz-kawalerka-27m2-oddz-kuchnia-tramwaj-ID4gTCI","wroclaw",NA,"oddzielna kuchnia",NA
"1:1089","34,01 m²","zapytaj","2 ","do wykonczenia","3/6","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"439 000 zl","https://www.otodom.pl/pl/oferta/tramwaj-pod-inwestycje-nad-rzeka-blisko-centrum-ID4gTtL","wroclaw",NA,"piwnica",NA
"1:1090","34,6 m²","zapytaj","2 ","do wykonczenia","2/6","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"439 000 zl","https://www.otodom.pl/pl/oferta/tramwaj-winda-balkon-na-start-pod-wynajem-zielen-ID4gTtK","wroclaw",NA,"piwnica",NA
"1:1091","37,07 m²","zapytaj","2 ","do wykonczenia","1/6","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"449 000 zl","https://www.otodom.pl/pl/oferta/tramwaj-winda-balkon-na-start-pod-wynajem-zielen-ID4gTtI","wroclaw",NA,"piwnica",NA
"1:1092","38 m²","spóldzielcze wl. z KW","2 ","zapytaj","1/10","zapytaj","620 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980","blok",NA,"tak",NA,NA,NA,"415 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-rozklad-balkon-powstancow-sl-ID4gTsd","wroclaw",NA,"oddzielna kuchnia",NA
"1:1093","37,06 m²","pelna wlasnosc","4 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak","telefon","domofon / wideofon",NA,"384 000 zl","https://www.otodom.pl/pl/oferta/rezerwacjawroclaw-zakrzow-nowe-budownictwo-2-ID4gTeP","wroclaw","inne",NA,"2022-05-26"
"1:1094","33,95 m²","pelna wlasnosc","1 ","zapytaj","1/9","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak","telefon","teren zamkniety, domofon / wideofon",NA,"429 000 zl","https://www.otodom.pl/pl/oferta/rezerwacja-duza-kawalerka-nowe-budownictwo-sta-ID4gTeL","wroclaw","inne",NA,"2022-05-26"
"1:1095","32,29 m²","zapytaj","1 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021","apartamentowiec",NA,"tak","telewizja kablowa, internet",NA,NA,"629 000 zl","https://www.otodom.pl/pl/oferta/wykonczona-kawalerka-idealna-inwestycja-ID4gT7t","wroclaw",NA,NA,NA
"1:1096","35,1 m²","zapytaj","2 ","zapytaj","5/9","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,"469 000 zl","https://www.otodom.pl/pl/oferta/prestizowo-na-kepie-z-widokiem-rzeke-okna-panoram-ID4gT1z","wroclaw",NA,NA,NA
"1:1097","32,53 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","ogródek","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,"355 000 zl","https://www.otodom.pl/pl/oferta/z-ogrodem-najmniejsze-szybki-odbior-ID4gSP1","wroclaw",NA,NA,NA
"1:1098","27 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960",NA,"plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"465 858 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-ul-kosciuszki-obok-galerii-renoma-ID4gSFh","wroclaw",NA,"piwnica, pom. uzytkowe",NA
"1:1099","35 m²","pelna wlasnosc","1 ","do zamieszkania","parter/1","ogródek","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1933","dom wolnostojacy","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"508 885 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-willi-z-ogrodem-grabiszyn-borek-ID4gSzU","wroclaw","cegla","piwnica, oddzielna kuchnia, pom. uzytkowe",NA
"1:1100","37,37 m²","zapytaj","2 ","zapytaj","parter/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"439 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-starym-miescie-tramwaj-ID4gSvw","wroclaw","silikat","pom. uzytkowe",NA
"1:1101","35,2 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/48","zapytaj","598 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2012","apartamentowiec","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","1 499 999 zl","https://www.otodom.pl/pl/oferta/premium-apartament-46-pietro-skytower-ID4gSvq","wroclaw",NA,NA,NA
"1:1102","37,7 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"504 238 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-37m2-balkon-bezposrednio-ID4gSoF","wroclaw",NA,NA,NA
"1:1103","34,2 m²","pelna wlasnosc","1 ","do wykonczenia","> 10/17","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"620 730 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-34m2-balkon-bezposrednio-ID4gSoH","wroclaw",NA,NA,NA
"1:1104","37,8 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"516 915 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-37m2-balkon-bezposrednio-ID4gSoB","wroclaw",NA,NA,NA
"1:1105","29,9 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"435 793 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-29m2-taras-bez-posrednikow-ID4gSox","wroclaw",NA,NA,NA
"1:1106","37,8 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"498 015 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-37m2-balkon-ID4gSoo","wroclaw",NA,NA,NA
"1:1107","36,2 m²","pelna wlasnosc","2 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"506 800 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-36m2-balkon-ID4gSok","wroclaw",NA,NA,NA
"1:1108","31,4 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"438 815 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-31m2-balkon-ID4gSoh","wroclaw",NA,NA,NA
"1:1109","35,6 m²","pelna wlasnosc","2 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"492 170 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-35m2-balkon-bez-prowizji-ID4gSoi","wroclaw",NA,NA,NA
"1:1110","35,6 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"465 470 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-35m2-balkon-bez-prowizji-ID4gSoe","wroclaw",NA,NA,NA
"1:1111","36,45 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4gIMO","wroclaw",NA,NA,NA
"1:1112","26,02 m²","zapytaj","1 ","zapytaj","5/8","balkon, ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"357 600 zl","https://www.otodom.pl/pl/oferta/inwestycyjne-oddanie-w-lipcu-balkon-centrum-ID4gRSM","wroclaw",NA,NA,NA
"1:1113","36 m²","zapytaj","3 ","do wykonczenia","parter/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"monitoring / ochrona",NA,"332 000 zl","https://www.otodom.pl/pl/oferta/okazja-20-000zl-rabatu-ogrodek-z-tarasem-15m2-ID4gROV","wroclaw",NA,NA,NA
"1:1114","37,28 m²","zapytaj","2 ","do wykonczenia","parter/7","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,"teren zamkniety, domofon / wideofon",NA,"425 000 zl","https://www.otodom.pl/pl/oferta/szczepin-idealne-mieszkanie-na-start-balkon-ID4gRO1","wroclaw",NA,NA,NA
"1:1115","30,1 m²","zapytaj","1 ","zapytaj","2/7","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,"432 000 zl","https://www.otodom.pl/pl/oferta/okazja-kawalerka-z-aneksem-sypialnym-widok-rzeka-ID4gRN0","wroclaw",NA,NA,NA
"1:1116","32,03 m²","zapytaj","2 ","do wykonczenia","1/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,"plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"380 356 zl","https://www.otodom.pl/pl/oferta/atrakcyjna-cena-dobra-lokalizacja-ID4gRIq","wroclaw",NA,NA,"2022-03-28"
"1:1117","16,15 m²","zapytaj","1 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","tak",NA,NA,NA,"268 170 zl","https://www.otodom.pl/pl/oferta/mikroapartament-nad-odra-inwestycyjne-2024-ID4gRzu","wroclaw",NA,NA,NA
"1:1118","28,54 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,"271 130 zl","https://www.otodom.pl/pl/oferta/apartamenty-inwestycyjne-w-parku-technologicznym-ID4gRwx","wroclaw","silikat",NA,NA
"1:1119","32,99 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"392 581 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-i-osobna-kuchnia-poswietne-ID4gRmy","wroclaw","inne","pom. uzytkowe",NA
"1:1120","28 m²","zapytaj","1 ","zapytaj","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,"monitoring / ochrona",NA,"399 604 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-kepie-mieszczanskiej-klimatyzacja-ID4gRkZ","wroclaw",NA,NA,NA
"1:1121","29,97 m²","zapytaj","1 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","tak","zapytaj","pierwotny","deweloper","2024",NA,NA,"nie",NA,NA,NA,"295 000 zl","https://www.otodom.pl/pl/oferta/krzywoustego-295-nowe-wnetrza-w-zabytkowym-budynku-ID4gRdh","wroclaw",NA,NA,NA
"1:1122","31,15 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"419 000 zl","https://www.otodom.pl/pl/oferta/2-pok-31m2-stare-miasto-bez-prowizji-bez-pcc-ID4gR8b","wroclaw","silikat","piwnica",NA
"1:1123","16,15 m²","zapytaj","2 ","do wykonczenia","1/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"268 172 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-kepa-mieszczanska-ID4gR53","wroclaw",NA,NA,NA
"1:1124","37,11 m²","zapytaj","2 ","do wykonczenia","1/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"530 672 zl","https://www.otodom.pl/pl/oferta/2-pok-aneks-lub-2-kawalerki-kepa-mieszczanska-ID4gR4Z","wroclaw",NA,NA,NA
"1:1125","23,66 m²","zapytaj","2 ","do wykonczenia","2/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"351 587 zl","https://www.otodom.pl/pl/oferta/kawalerka-23-6m2-kepa-mieszczanska-ID4gR4Y","wroclaw",NA,NA,NA
"1:1126","28 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","zapytaj","300 zl","zapytaj","zapytaj","kotlownia","pierwotny","biuro nieruchomosci ","2024","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"275 500 zl","https://www.otodom.pl/pl/oferta/1-pok-28-m2-odrestaurowana-kamienica-kamerlane-ID4g9Ki","wroclaw","cegla",NA,"2024-10-01"
"1:1127","38 m²","zapytaj","1 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2004",NA,NA,"nie",NA,NA,NA,"360 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-ID4gR0f","wroclaw",NA,NA,NA
"1:1128","30,02 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4gcmA","wroclaw",NA,NA,NA
"1:1129","35,64 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"329 620 zl","https://www.otodom.pl/pl/oferta/hit-cenowy-klucze-w-tym-roku-15min-do-centrum-ID4gsdQ","wroclaw","cegla","pom. uzytkowe",NA
"1:1130","28,09 m²","pelna wlasnosc","2 ","do wykonczenia","4/6","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"463 801,05 zl","https://www.otodom.pl/pl/oferta/okazja-centrum-pokoj-aneks-2-pokoje-ID4gQDQ","wroclaw",NA,NA,NA
"1:1131","32,4 m²","pelna wlasnosc","2 ","zapytaj","3/10","balkon","310 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1976","blok",NA,"tak",NA,NA,NA,"340 000 zl","https://www.otodom.pl/pl/oferta/okolice-ul-poleskiej-inwestycja-balkon-piwnica-ID4gQs5","wroclaw","wielka plyta","piwnica, pom. uzytkowe",NA
"1:1132","26,6 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,NA,"272 700 zl","https://www.otodom.pl/pl/oferta/oferta-biura-sprzedazy-kawalerka-balkon-ID4gQlH","wroclaw",NA,NA,NA
"1:1133","35 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,NA,"329 200 zl","https://www.otodom.pl/pl/oferta/biuro-sprzedazy-przejazdowa-1-1-2-pokoje-balkon-ID4gQlI","wroclaw","silikat",NA,NA
"1:1134","37 m²","pelna wlasnosc","2 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,"369 000 zl","https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-z-loggia-gotowe-w-tym-roku-ID4gQie","wroclaw",NA,"oddzielna kuchnia",NA
"1:1135","36,7 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","balkon","350 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,"359 900 zl","https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-z-balkonem-gotowe-w-tym-roku-ID4gQic","wroclaw",NA,"oddzielna kuchnia",NA
"1:1136","29,15 m²","zapytaj","1 ","zapytaj","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"368 061 zl","https://www.otodom.pl/pl/oferta/gotowa-inwestycja-1-pietro-duzy-balkon-ID4gQci","wroclaw",NA,NA,NA
"1:1137","27,16 m²","pelna wlasnosc","2 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"499 901,11 zl","https://www.otodom.pl/pl/oferta/salon-aneks-sypialnia-balkon-centrum-ID4gQ05","wroclaw",NA,NA,NA
"1:1138","37,74 m²","zapytaj","2 ","zapytaj","parter/2","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"366 078 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-74-m-wroclaw-ID4fEi5","wroclaw",NA,NA,NA
"1:1139","34,77 m²","zapytaj","2 ","zapytaj","parter/2","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"337 269 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-77-m-wroclaw-ID4fP2I","wroclaw",NA,NA,NA
"1:1140","37,25 m²","zapytaj","2 ","zapytaj","2/2","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"361 325 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-25-m-wroclaw-ID4fXkV","wroclaw",NA,NA,NA
"1:1141","28,44 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bezposrednio-ID4ekTz","wroclaw",NA,NA,NA
"1:1142","37,21 m²","pelna wlasnosc","2 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4ekT7","wroclaw",NA,NA,NA
"1:1143","16,79 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","tak",NA,NA,NA,"199 000 zl","https://www.otodom.pl/pl/oferta/inwestycja-wybudowana-gotowe-lokale-ID4gPyG","wroclaw",NA,"oddzielna kuchnia",NA
"1:1144","26,08 m²","pelna wlasnosc","1 ","do wykonczenia","5/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,"252 976 zl","https://www.otodom.pl/pl/oferta/apartamenty-inwestycyjne-w-parku-technologicznym-ID4gPu4","wroclaw","silikat",NA,NA
"1:1145","26,18 m²","pelna wlasnosc","1 ","do remontu","2/12","zapytaj","240 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie","internet",NA,NA,"280 265 zl","https://www.otodom.pl/pl/oferta/super-inwestycja-na-wynajem-ID4fRkl","wroclaw","inne",NA,NA
"1:1146","29 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"466 175 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-29m2-balkon-ID4cfup","wroclaw",NA,NA,NA
