"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","cena","urlo","miasto","Material budynku","Rok budowy","Dostepne od"
"1:1355","36,84 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","zapytaj","200 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,NA,"550 000 zl","https://www.otodom.pl/pl/oferta/urokliwa-kawalerka-w-sercu-starego-miasta-ID4fvBO","krakow","cegla","1886",NA
"1:1356","37 m²","pelna wlasnosc","2 ","zapytaj","2/3","zapytaj","270 zl","garaz/miejsce parkingowe","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","460 000 zl","https://www.otodom.pl/pl/oferta/stylowe-2-pokoje-po-remoncie-stare-miasto-ID4fiti","krakow","cegla","1930",NA
"1:1357","36 m²","pelna wlasnosc","2 ","do zamieszkania","1/10","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"monitoring / ochrona",NA,"piwnica, pom. uzytkowe","459 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-azory-ID4gHuy","krakow",NA,"1970",NA
"1:1358","35 m²","zapytaj","2 ","do zamieszkania","6/14","balkon","430 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,"system alarmowy, monitoring / ochrona","meble","oddzielna kuchnia","520 000 zl","https://www.otodom.pl/pl/oferta/grzegorzki-mogilska-tower-2-pok-eng-ID4gpJy","krakow",NA,"2019",NA
"1:1359","36,19 m²","zapytaj","1 ","do wykonczenia","4/10","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"499 422 zl","https://www.otodom.pl/pl/oferta/apartament-w-inwestycji-grzegorzki-park-a8-21-ID4bIpo","krakow",NA,"2022",NA
"1:1360","34,42 m²","pelna wlasnosc","1 ","do zamieszkania","1/5","zapytaj","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,NA,"450 000 zl","https://www.otodom.pl/pl/oferta/nowoczesne-1-pokojowe-mieszkanie-balkon-debniki-ID4gHab","krakow",NA,"2018",NA
"1:1361","37 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon","350 zl","zapytaj","FilmWirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia","419 900 zl","https://www.otodom.pl/pl/oferta/os-zgody-2pokojowe-mieszkanie-na-sprzedaz-ID4g2Fi","krakow","cegla","1955",NA
"1:1362","34,31 m²","zapytaj","1 ","zapytaj","6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper",NA,NA,"tak",NA,NA,NA,NA,"490 633 zl","https://www.otodom.pl/pl/oferta/urocze-mieszkanie-jednopokojowe-m154-ID47poe","krakow",NA,"2020",NA
"1:1363","36,19 m²","zapytaj","1 ","do wykonczenia","2/10","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"492 184 zl","https://www.otodom.pl/pl/oferta/apartament-w-inwestycji-grzegorzki-park-a8-9-ID4bIpj","krakow",NA,"2022",NA
"1:1364","36 m²","zapytaj","2 ","do remontu","4/4","zapytaj","370 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","meble","piwnica","522 000 zl","https://www.otodom.pl/pl/oferta/salwator-36m2-2-pok-idealne-pod-inwestycje-ID4gGqJ","krakow","cegla","1984","2022-05-13"
"1:1365","34,74 m²","zapytaj","1 ","zapytaj","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper",NA,NA,"tak",NA,NA,NA,NA,"496 782 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-od-dewelopera-m130-ID47pn1","krakow",NA,"2020",NA
"1:1366","35,88 m²","zapytaj","1 ","do wykonczenia","10/10","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"566 904 zl","https://www.otodom.pl/pl/oferta/apartament-w-inwestycji-grzegorzki-park-a8-125-ID4bIpg","krakow",NA,"2022",NA
"1:1367","34,4 m²","pelna wlasnosc","1 ","zapytaj","1/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"347 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-kleparzu-ID4gGfz","krakow",NA,"1910","2022-05-23"
"1:1368","25,5 m²","pelna wlasnosc","1 ","do zamieszkania","4/8","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,"monitoring / ochrona","meble",NA,"499 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-premium-25-5m2-os-bohaterow-wrzesnia-ID4gGcD","krakow",NA,"2020",NA
"1:1369","35,45 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gGbs","krakow",NA,NA,NA
"1:1370","36,63 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4gGbh","krakow",NA,NA,NA
"1:1371","36,6 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-ID4gGba","krakow",NA,NA,NA
"1:1372","35,36 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gGaV","krakow",NA,NA,NA
"1:1373","36,63 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4gGaF","krakow",NA,NA,NA
"1:1374","36,63 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4gGam","krakow",NA,NA,NA
"1:1375","35,36 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4gGae","krakow",NA,NA,NA
"1:1376","36,2 m²","spóldzielcze wlasnosciowe","2 ","do remontu","4/10","zapytaj","360 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","drewniane","tak",NA,"domofon / wideofon",NA,"piwnica","285 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-nowa-huta-do-remontu-ID4gGa2","krakow","wielka plyta","1970",NA
"1:1377","34,19 m²","pelna wlasnosc","2 ","do remontu","2/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,NA,"oddzielna kuchnia","305 000 zl","https://www.otodom.pl/pl/oferta/male-mieszkanie-z-potencjalem-os-kalinowe-ID4gG0r","krakow","wielka plyta","1970",NA
"1:1378","36,52 m²","pelna wlasnosc","1 ","do zamieszkania","parter/10","balkon","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon",NA,"pom. uzytkowe","360 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-krakowie-ul-ksiedza-jozefa-meiera-ID4gFJm","krakow","wielka plyta","2002",NA
"1:1379","38 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","435 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-os-bohaterow-wrzesnia-ID4gFIh","krakow","pustak","1980",NA
"1:1380","15,87 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"plastikowe","tak","telefon",NA,NA,"oddzielna kuchnia","322 081,65 zl","https://www.otodom.pl/pl/oferta/nowoczesnemieszkania-inwestycyjne-w-centrum-ID4gDvv","krakow",NA,"2021",NA
"1:1381","37,81 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"623 865 zl","https://www.otodom.pl/pl/oferta/mieszkanie-stare-podgorze-ul-rekawka-32-ID4gFuH","krakow","cegla","2022",NA
"1:1382","38 m²","zapytaj","1 ","do remontu","parter/2","zapytaj","420 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"domofon / wideofon","meble",NA,"499 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-38-m-krakow-ID4gFtd","krakow",NA,NA,NA
"1:1383","36,49 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","530 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,"domofon / wideofon","lodówka, meble","piwnica, oddzielna kuchnia","359 000 zl","https://www.otodom.pl/pl/oferta/krakow-weissa-mieszkanie-2-pokojowe-36m-ID4gFs7","krakow",NA,"1966",NA
"1:1384","35,67 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-stare-podgorze-ul-rekawka-32-ID4gFop","krakow","cegla","2022",NA
"1:1385","35,68 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-stare-podgorze-ul-rekawka-32-ID4gFob","krakow","cegla","2022",NA
"1:1386","34,28 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","kotlownia","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","335 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-nowy-budynek-ID4gFmq","krakow","cegla",NA,NA
"1:1387","37,42 m²","zapytaj","2 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec","aluminiowe","tak","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"673 560 zl","https://www.otodom.pl/pl/oferta/kosciuszki-39-apartament-w-sercu-krakowa-mp5-ID4bnxf","krakow","zelbet","2022","2022-12-31"
"1:1388","35 m²","zapytaj","2 ","do remontu","1","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"nie",NA,NA,"meble","oddzielna kuchnia","285 000 zl","https://www.otodom.pl/pl/oferta/stare-miasto-szlak-2-pok-ID4gEZz","krakow",NA,NA,NA
"1:1389","37 m²","pelna wlasnosc","1 ","do remontu","parter/3","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,"meble","piwnica, oddzielna kuchnia, pom. uzytkowe","560 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-podgorze-ID4gEVO","krakow","cegla","1900",NA
"1:1390","35,6 m²","zapytaj","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"plastikowe","nie",NA,NA,NA,NA,"537 560 zl","https://www.otodom.pl/pl/oferta/2-pokoje-35-60m2-ul-kazimierza-wielkiego-ID4gEAU","krakow",NA,"2023",NA
"1:1391","36,23 m²","zapytaj","2 ","do wykonczenia","3/3","balkon, taras","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"nie",NA,NA,NA,NA,"434 760 zl","https://www.otodom.pl/pl/oferta/dostosowane-dla-osoby-niepelnosprawnej-m47-ID4gEAf","krakow",NA,"2023",NA
"1:1392","27,4 m²","zapytaj","1 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,"piwnica","395 000 zl","https://www.otodom.pl/pl/oferta/swietne-mieszkanie-pod-inwestycje-krowodrza-ID4gEzx","krakow","cegla","1950",NA
"1:1393","31,4 m²","zapytaj","1 ","do wykonczenia","2/3","balkon, taras","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"nie",NA,NA,NA,NA,"361 100 zl","https://www.otodom.pl/pl/oferta/dostosowane-dla-osoby-niepelnosprawnej-m20-ID4gEzt","krakow",NA,"2023",NA
"1:1394","31 m²","pelna wlasnosc","1 ","do zamieszkania","7/10","balkon","340 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",NA,"385 000 zl","https://www.otodom.pl/pl/oferta/sloneczka-kawalerka-z-duzym-balkonem-ID4gEwf","krakow",NA,"2020",NA
"1:1395","30,04 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"480 700 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4grvu","krakow",NA,NA,NA
"1:1396","28,83 m²","pelna wlasnosc","1 ","do wykonczenia","4/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-ID4gDK4","krakow",NA,NA,NA
"1:1397","36,6 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4gEmo","krakow",NA,NA,NA
"1:1398","36,63 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-ID4gEm6","krakow",NA,NA,NA
"1:1399","37,8 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-stare-podgorze-ul-rekawka-32-ID4gEj4","krakow","cegla","2022",NA
"1:1400","30 m²","pelna wlasnosc","1 ","do zamieszkania","6/7","balkon","274 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"monitoring / ochrona",NA,"piwnica, pom. uzytkowe","470 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-piwnica-garazem-bronowice-ID4gEiw","krakow",NA,"2021",NA
"1:1401","33 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","balkon","270 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,"meble","piwnica, pom. uzytkowe","419 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-balkon-piwnica-33mkw-ID4gEd7","krakow","wielka plyta","1975",NA
"1:1402","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-ogrodek-ID4fQZs","krakow",NA,NA,NA
"1:1403","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","balkon","500 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona","meble","pom. uzytkowe","449 000 zl","https://www.otodom.pl/pl/oferta/na-sprzedaz-przytulny-apartament-borkowska-ID4gDZf","krakow",NA,"2013","2022-05-31"
"1:1404","25,36 m²","pelna wlasnosc","1 ","do zamieszkania","5/5","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"nie",NA,NA,"meble",NA,"504 664 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-przy-uek-garaz-ID4gDNu","krakow",NA,"2020",NA
"1:1405","30,34 m²","pelna wlasnosc","1 ","do wykonczenia","9/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4gDKR","krakow",NA,NA,NA
"1:1406","30,57 m²","pelna wlasnosc","1 ","do wykonczenia","3/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4gDKN","krakow",NA,NA,NA
"1:1407","30,77 m²","pelna wlasnosc","1 ","do wykonczenia","> 10/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4gDKC","krakow",NA,NA,NA
"1:1408","30,77 m²","pelna wlasnosc","1 ","do wykonczenia","10/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4gDKy","krakow",NA,NA,NA
"1:1409","30,34 m²","pelna wlasnosc","1 ","do wykonczenia","> 10/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4gDKt","krakow",NA,NA,NA
"1:1410","30,77 m²","pelna wlasnosc","1 ","do wykonczenia","9/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4gDKo","krakow",NA,NA,NA
"1:1411","28,83 m²","pelna wlasnosc","1 ","do wykonczenia","6/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bezposrednio-ID4gDKk","krakow",NA,NA,NA
"1:1412","30,6 m²","pelna wlasnosc","1 ","do wykonczenia","2/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4gDKi","krakow",NA,NA,NA
"1:1413","30,6 m²","pelna wlasnosc","1 ","do wykonczenia","5/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4gDKf","krakow",NA,NA,NA
"1:1414","30,6 m²","pelna wlasnosc","1 ","do wykonczenia","7/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4gDKc","krakow",NA,NA,NA
"1:1415","30,19 m²","pelna wlasnosc","1 ","do wykonczenia","8/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4gDJZ","krakow",NA,NA,NA
"1:1416","30,57 m²","pelna wlasnosc","1 ","do wykonczenia","4/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4gDJV","krakow",NA,NA,NA
"1:1417","30,57 m²","pelna wlasnosc","1 ","do wykonczenia","7/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4gDJU","krakow",NA,NA,NA
"1:1418","30,6 m²","pelna wlasnosc","1 ","do wykonczenia","4/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4gDJR","krakow",NA,NA,NA
"1:1419","30,6 m²","pelna wlasnosc","1 ","do wykonczenia","8/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4gDJQ","krakow",NA,NA,NA
"1:1420","30,34 m²","pelna wlasnosc","1 ","do wykonczenia","10/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4gDJM","krakow",NA,NA,NA
"1:1421","30,57 m²","pelna wlasnosc","1 ","do wykonczenia","5/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4gDJD","krakow",NA,NA,NA
"1:1422","30,57 m²","pelna wlasnosc","1 ","do wykonczenia","6/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4gDJC","krakow",NA,NA,NA
"1:1423","30,57 m²","pelna wlasnosc","1 ","do wykonczenia","2/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4gDJy","krakow",NA,NA,NA
"1:1424","30,6 m²","pelna wlasnosc","1 ","do wykonczenia","3/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4gDJu","krakow",NA,NA,NA
