"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Dostepne od"
"1:2222","35,5 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","420 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1937","kamienica",NA,"nie",NA,"system alarmowy, monitoring / ochrona",NA,"cegla","499 000 zl","https://www.otodom.pl/pl/oferta/metro-dobra-lokalizacja-po-remoncie-ID4gMrT","warszawa","piwnica",NA
"1:2223","36 m²","zapytaj","2 ","zapytaj","parter/10","zapytaj","440 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1981","blok","plastikowe","tak",NA,"domofon / wideofon",NA,"wielka plyta","410 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36m2-na-targowku-blisko-metra-ID4gMnB","warszawa","piwnica",NA
"1:2224","37,52 m²","zapytaj","2 ","do wykonczenia","1/2","zapytaj","412,72 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,NA,"596 276 zl","https://www.otodom.pl/pl/oferta/zakup-bez-prowizji-i-podatku-pcc-ID4gLWA","warszawa",NA,NA
"1:2225","37 m²","zapytaj","2 ","zapytaj","1/3","balkon","540 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1967",NA,"plastikowe","nie",NA,NA,NA,NA,"495 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-warszawa-ID4gKY3","warszawa","piwnica, oddzielna kuchnia",NA
"1:2226","35,12 m²","pelna wlasnosc","2 ","do zamieszkania","1/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","nie",NA,NA,NA,NA,"514 080 zl","https://www.otodom.pl/pl/oferta/m2-od-pld-zach-przy-metrze-z-gwarancja-ceny-ID4gLJO","warszawa",NA,"2024-10-14"
"1:2227","24 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","1/10","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,"domofon / wideofon","meble","wielka plyta","429 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-sady-zoliborskie-10-min-do-metra-ID4gLGu","warszawa",NA,NA
"1:2228","30 m²","zapytaj","1 ","do zamieszkania","parter/5","taras","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2020","blok","plastikowe","nie",NA,NA,NA,"inne","455 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-bialoleka-ID4gLEF","warszawa",NA,NA
"1:2229","37,1 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","6/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,NA,NA,"wielka plyta","550 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-10-m-warszawa-ID4gLsp","warszawa","piwnica",NA
"1:2230","34,75 m²","zapytaj","2 ","do zamieszkania","2/4","zapytaj","452,36 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1950",NA,NA,"nie",NA,NA,NA,NA,"625 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-75-m-warszawa-ID4gLs0","warszawa",NA,NA
"1:2231","32 m²","pelna wlasnosc","2 ","do zamieszkania","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","apartamentowiec",NA,"tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","meble",NA,"540 000 zl","https://www.otodom.pl/pl/oferta/wysoka-jakosc-l-balkon-l-galeria-lopuszanska-ID4gLpY","warszawa",NA,NA
"1:2232","35,5 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"496 000 zl","https://www.otodom.pl/pl/oferta/wysoki-standard-planowana-stacja-metra-sprawdz-ID4gLpX","warszawa",NA,NA
"1:2233","29,3 m²","pelna wlasnosc","1 ","do zamieszkania","parter/5","balkon, taras","350 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","2020","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","beton komórkowy","455 000 zl","https://www.otodom.pl/pl/oferta/prawie-nowa-super-kawalerka-z-mega-tarasem-ID4gLmy","warszawa","oddzielna kuchnia",NA
"1:2234","35 m²","zapytaj","2 ","zapytaj","1/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"514 080 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35-m-warszawa-ID4gL9M","warszawa",NA,NA
"1:2235","32 m²","pelna wlasnosc","2 ","do zamieszkania","2/2","zapytaj","zapytaj","zapytaj","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","1935","kamienica","plastikowe","nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","cegla","500 000 zl","https://www.otodom.pl/pl/oferta/2-pok-w-kamienicy-wyposazoneiumeblowane-metro-ID4gGHX","warszawa","piwnica",NA
"1:2236","30 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1938","kamienica","drewniane","tak",NA,"domofon / wideofon","meble","cegla","600 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-kamienica-30-m2-loggia-po-remoncie-ID4gL6a","warszawa",NA,NA
"1:2237","24,1 m²","zapytaj","1 ","do zamieszkania","2/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,"365 000 zl","https://www.otodom.pl/pl/oferta/super-lokalizacja-kawalerka-grojecka-ID4gL5w","warszawa",NA,NA
"1:2238","36,6 m²","pelna wlasnosc","2 ","do zamieszkania","3/10","zapytaj","250 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1969",NA,"plastikowe","nie",NA,NA,"zmywarka, piekarnik, kuchenka",NA,"529 000 zl","https://www.otodom.pl/pl/oferta/nowe-m-2-pokoje-przy-parku-szczesliwickim-ID4gL5k","warszawa","piwnica","2022-05-18"
"1:2239","38 m²","pelna wlasnosc","2 ","do zamieszkania","parter/8","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1956","blok","plastikowe","tak",NA,"domofon / wideofon","meble","cegla","605 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-muranow-38-m2-balkon-po-remoncie-ID4gL34","warszawa","piwnica",NA
"1:2240","28,5 m²","pelna wlasnosc","1 ","do zamieszkania","parter/6","ogródek","250 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,NA,"465 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-praga-28-5-m2-ID4gL1s","warszawa",NA,NA
"1:2241","37 m²","pelna wlasnosc","1 ","do zamieszkania","6/6","zapytaj","375 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1954","kamienica","plastikowe","tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,"cegla","450 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjna-przestronna-kawalerka-ochota-37-m2-ID4gL15","warszawa","piwnica",NA
"1:2242","29,11 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-mikroapartament-29m2-loggia-ID4gKZf","warszawa",NA,NA
"1:2243","35 m²","pelna wlasnosc","2 ","zapytaj","2/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1950","kamienica",NA,"nie",NA,"monitoring / ochrona",NA,"cegla","690 000 zl","https://www.otodom.pl/pl/oferta/wysokie-w-kamienicy-po-remoncie-od-zaraz-ID4gKXc","warszawa","piwnica, oddzielna kuchnia",NA
"1:2244","32,44 m²","pelna wlasnosc","2 ","do zamieszkania","4/5","balkon","500 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","2018","apartamentowiec","plastikowe","tak",NA,NA,NA,"cegla","730 000 zl","https://www.otodom.pl/pl/oferta/apartament-z-garazem-na-kolskiej-ID4gKRW","warszawa",NA,NA
"1:2245","36,2 m²","pelna wlasnosc","2 ","do wykonczenia","6/8","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,NA,"585 000 zl","https://www.otodom.pl/pl/oferta/mokotow-2pok-36-m2-gotowe-do-odbioru-ID4gGfZ","warszawa",NA,NA
"1:2246","35,17 m²","zapytaj","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"365 989 zl","https://www.otodom.pl/pl/oferta/obok-przystanek-skm-teren-ogrodzony-swietny-uklad-ID4gKO3","warszawa","pom. uzytkowe",NA
"1:2247","27 m²","pelna wlasnosc","1 ","do zamieszkania","2/5","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1963","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","lodówka, meble, kuchenka, telewizor, pralka","inne","740 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-wiejskiej-ID4gKE1","warszawa","piwnica","2022-05-23"
"1:2248","28 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","3/9","zapytaj","230 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1964","blok","plastikowe","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"inne","465 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-srodmiejskiej-woli-po-remoncie-ID4e7e3","warszawa","piwnica",NA
"1:2249","25 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","balkon","zapytaj","zapytaj","tak","zapytaj","pierwotny","biuro nieruchomosci ","2022","plomba","plastikowe","nie",NA,NA,NA,NA,"420 000 zl","https://www.otodom.pl/pl/oferta/gotowe-iwykonczone-pod-klucz-do-odbioru-w-czerwcu-ID4glTS","warszawa","pom. uzytkowe",NA
"1:2250","38 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","5/8","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978","blok","plastikowe","tak",NA,"domofon / wideofon","meble","cegla","670 000 zl","https://www.otodom.pl/pl/oferta/srodmiescie-2-pokoje-po-remoncie-38-m2-loggia-ID4gKhH","warszawa","piwnica",NA
"1:2251","35 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1962","blok","plastikowe","nie",NA,"domofon / wideofon","meble","cegla","670 000 zl","https://www.otodom.pl/pl/oferta/muranow-2-pokoje-po-remoncie-35-m2-balkon-ID4gKfd","warszawa","piwnica",NA
"1:2252","19 m²","zapytaj","1 ","do wykonczenia","3/4","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"309 000 zl","https://www.otodom.pl/pl/oferta/apartament-hotelowy-staly-zysk-promocje-ID4gK5O","warszawa","piwnica, pom. uzytkowe",NA
"1:2253","35 m²","zapytaj","2 ","do wykonczenia","4/4","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"559 000 zl","https://www.otodom.pl/pl/oferta/swietna-lokata-kapitalu-wysoki-standard-okazja-ID4gK5N","warszawa","piwnica, pom. uzytkowe",NA
"1:2254","38 m²","zapytaj","2 ","do wykonczenia","> 10/13","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"670 000 zl","https://www.otodom.pl/pl/oferta/apartamentowiec-dwa-tarasy-standard-premium-ID4gK5J","warszawa","piwnica, pom. uzytkowe",NA
"1:2255","32 m²","zapytaj","2 ","do wykonczenia","4/4","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"499 000 zl","https://www.otodom.pl/pl/oferta/apartament-hotelowy-dobra-inwestycja-lux-ID4gK5D","warszawa","piwnica, pom. uzytkowe",NA
"1:2256","36,93 m²","zapytaj","2 ","do wykonczenia","3/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"513 957 zl","https://www.otodom.pl/pl/oferta/metro-l-s8-l-wola-park-ID4gK5B","warszawa","pom. uzytkowe",NA
"1:2257","17 m²","zapytaj","1 ","do wykonczenia","4/4","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"285 000 zl","https://www.otodom.pl/pl/oferta/staly-zwrot-wysoki-standard-okazja-ID4gK5y","warszawa","piwnica, pom. uzytkowe",NA
"1:2258","36,06 m²","zapytaj","2 ","do wykonczenia","3/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"521 240 zl","https://www.otodom.pl/pl/oferta/s8-l-metro-l-wola-park-ID4gK5u","warszawa","pom. uzytkowe",NA
"1:2259","35,68 m²","zapytaj","2 ","do wykonczenia","parter/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"506 674 zl","https://www.otodom.pl/pl/oferta/metro-l-s8-l-wola-park-ID4gK5t","warszawa","pom. uzytkowe",NA
"1:2260","35,9 m²","zapytaj","2 ","do wykonczenia","parter/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak",NA,NA,NA,NA,"509 581,80 zl","https://www.otodom.pl/pl/oferta/zarezerwuj-i-miej-gwarancje-ceny-blisko-metra-ID4gK5q","warszawa","pom. uzytkowe",NA
"1:2261","37,6 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2014",NA,"plastikowe","nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",NA,"526 400 zl","https://www.otodom.pl/pl/oferta/piekne-2-pokojowe-mieszkanie-kameralne-osiedle-ID4gJWk","warszawa",NA,NA
"1:2262","37,75 m²","zapytaj","1 ","zapytaj","5/7","balkon","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2018","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"700 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-z-oddzielna-strefa-do-spania-wola-ID4gJW5","warszawa","oddzielna kuchnia",NA
"1:2263","32 m²","pelna wlasnosc","2 ","do zamieszkania","1/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble",NA,"545 000 zl","https://www.otodom.pl/pl/oferta/wum-i-park-i-do-wprowadzenia-i-uw-i-sgh-ID4eDiT","warszawa","piwnica",NA
"1:2264","36 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak",NA,"system alarmowy, domofon / wideofon, monitoring / ochrona",NA,NA,"508 000 zl","https://www.otodom.pl/pl/oferta/swietna-opcja-inwestycyjna-metro-trasa-s8-ID4gJPp","warszawa",NA,NA
"1:2265","29 m²","pelna wlasnosc","1 ","do remontu","4/5","zapytaj","435 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1957","kamienica","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, pralka","cegla","399 000 zl","https://www.otodom.pl/pl/oferta/mozna-zrobic-dwa-pokoje-blisko-komunikacja-ID4gJLZ","warszawa","piwnica",NA
"1:2266","28,2 m²","pelna wlasnosc","1 ","zapytaj","8/8","zapytaj","473 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1967",NA,NA,"tak",NA,"system alarmowy, monitoring / ochrona",NA,NA,"439 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-w-fantastycznej-lokalizacji-ID4gJEX","warszawa",NA,NA
"1:2267","38 m²","zapytaj","2 ","do zamieszkania","7/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","tak",NA,"domofon / wideofon",NA,"wielka plyta","505 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-38m2-al-tysiaclecia-praga-polnoc-ID4gJDz","warszawa",NA,"2022-05-17"
"1:2268","19 m²","zapytaj","1 ","do zamieszkania","5/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,NA,NA,NA,"315 000 zl","https://www.otodom.pl/pl/oferta/ochota-kawalerka-super-ustawne-ID4gJyE","warszawa",NA,NA
"1:2269","35 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","zapytaj","240 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1955","kamienica","plastikowe","nie",NA,NA,NA,"cegla","465 000 zl","https://www.otodom.pl/pl/oferta/male-dwa-pokoje-na-zielonej-ochocie-ID4gFZl","warszawa",NA,NA
"1:2270","35 m²","pelna wlasnosc","2 ","do zamieszkania","parter/2","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,NA,"428 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35m2-1-2-pokoje-ID4fHKg","warszawa","piwnica",NA
"1:2271","29,06 m²","pelna wlasnosc","1 ","do zamieszkania","1/8","balkon","9,50 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","drewniane","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"inne","599 046 zl","https://www.otodom.pl/pl/oferta/gotowe-do-wynajmu-mieszkanie-na-mokotowie-ID4guer","warszawa",NA,NA
"1:2272","35 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"495 765,90 zl","https://www.otodom.pl/pl/oferta/przedsprzedaz-2-pok-juz-od-495-765-zl-metro-200m-ID4gJ7k","warszawa","pom. uzytkowe","2024-12-02"
"1:2273","37 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","> 10/12","balkon","445 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1972","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"675 000 zl","https://www.otodom.pl/pl/oferta/metro-rondo-onz-fabryka-norblin-100m-widok-ID4gIJW","warszawa","piwnica, pom. uzytkowe",NA
"1:2274","38 m²","zapytaj","2 ","do zamieszkania","4/10","zapytaj","480 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1974","blok",NA,"nie",NA,NA,NA,NA,"450 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-przy-metrze-przy-parku-brodnowskim-ID4gB7r","warszawa",NA,NA
"1:2275","27,7 m²","pelna wlasnosc","1 ","do zamieszkania","2/5","balkon","440 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1938","kamienica","drewniane","tak","internet",NA,NA,"cegla","535 000 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-zrewitalizowanej-kamienicy-ID4gIA8","warszawa",NA,NA
"1:2276","30,9 m²","zapytaj","1 ","zapytaj","10/11","zapytaj","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1972","blok","plastikowe","tak",NA,"domofon / wideofon",NA,"wielka plyta","417 000 zl","https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-stegnach-ID4fEDa","warszawa","piwnica, oddzielna kuchnia",NA
"1:2277","36,6 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","> 10/12","balkon","605 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1979","blok","plastikowe","tak",NA,NA,NA,"beton","390 000 zl","https://www.otodom.pl/pl/oferta/super-lokal-dla-inwestora-ID4gIbm","warszawa","oddzielna kuchnia",NA
"1:2278","30,13 m²","pelna wlasnosc","2 ","do zamieszkania","parter/5","taras","410 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2019","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, telewizor, pralka",NA,"490 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-ze-slonecznym-tarasem-ID4gI9C","warszawa",NA,"2022-05-06"
