"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od","Rok budowy"
"1:589","28,49 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4gMRh","lodz",NA,NA
"1:590","28,49 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bezposrednio-ID4gMRi","lodz",NA,NA
"1:591","35,82 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gMRa","lodz",NA,NA
"1:592","35,82 m²","pelna wlasnosc","2 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gMR5","lodz",NA,NA
"1:593","30,9 m²","zapytaj","1 ","do wykonczenia","2/11","zapytaj","350 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon",NA,NA,"cegla","225 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-polesie-ID4gMnO","lodz",NA,"1976"
"1:594","31 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","2/10","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia",NA,"245 000 zl","https://www.otodom.pl/pl/oferta/kupujacy-nie-placi-prowizji-kawalerka-radogoszcz-ID4gMag","lodz",NA,NA
"1:595","38 m²","zapytaj","3 ","zapytaj","2","zapytaj","zapytaj","zapytaj","tak","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,NA,"353 680 zl","https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-3-pokoje-osobna-kuchnia-ID4fbXb","lodz",NA,NA
"1:596","34,56 m²","zapytaj","2 ","zapytaj","2","zapytaj","zapytaj","zapytaj","tak","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,NA,"380 000 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-wysoki-standard-ID4fG7I","lodz",NA,NA
"1:597","28,12 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona",NA,NA,NA,"231 990 zl","https://www.otodom.pl/pl/oferta/osiedle-preciosa-kawalerka-widzew-ID4gLSp","lodz",NA,"2023"
"1:598","37,6 m²","spóldzielcze wlasnosciowe","1 ","do remontu","2/10","balkon","348 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok",NA,"tak","telewizja kablowa, internet","domofon / wideofon","kuchenka","piwnica, oddzielna kuchnia","wielka plyta","280 000 zl","https://www.otodom.pl/pl/oferta/m2-chojny-ii-pietro-winda-ID4gLRT","lodz",NA,"1986"
"1:599","37 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","internet, telefon","monitoring / ochrona",NA,"piwnica","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/m3-w-pobluzu-asp-latwy-dojazd-do-ul-ID4gLGA","lodz","2022-06-23","1970"
"1:600","37 m²","pelna wlasnosc","2 ","zapytaj","2/4","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"meble, piekarnik, kuchenka","piwnica","wielka plyta","275 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-do-wprowadzenia-ID4gLl9","lodz",NA,NA
"1:601","37 m²","pelna wlasnosc","2 ","zapytaj","2","zapytaj","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"278 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-wymieniona-elektryka-gladzie-ID4gLjC","lodz",NA,"1975"
"1:602","30 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","8/10","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"domofon / wideofon","meble","pom. uzytkowe",NA,"239 000 zl","https://www.otodom.pl/pl/oferta/baluty-julianow-kawalerka-po-remoncie-panorama-ID4gKXw","lodz",NA,"19975"
"1:603","27,2 m²","pelna wlasnosc","1 ","do zamieszkania","10/11","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe","lodówka, meble, piekarnik, pralka","piwnica",NA,"235 000 zl","https://www.otodom.pl/pl/oferta/po-kapitalnym-remoncie-wyposazone-ok-politechniki-ID4gKW3","lodz",NA,NA
"1:604","24 m²","zapytaj","1 ","do zamieszkania","2/4","zapytaj","245 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","275 000 zl","https://www.otodom.pl/pl/oferta/lodz-piotrkowska-przytulna-kawalerka-ID4ggyL","lodz",NA,"1935"
"1:605","28,04 m²","pelna wlasnosc","1 ","zapytaj","parter","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","nie",NA,NA,NA,NA,NA,"238 340 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-parterze-w-nowej-inwestycji-blisko-l-ID4gK9z","lodz",NA,"2024"
"1:606","26,39 m²","zapytaj","1 ","do zamieszkania","2/2","zapytaj","230 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"pom. uzytkowe","cegla","154 000 zl","https://www.otodom.pl/pl/oferta/bez-prowizji-fabryczna-widzew-kawalerka-ID4gJZS","lodz",NA,NA
"1:607","32 m²","pelna wlasnosc","1 ","zapytaj","1/4","zapytaj","469 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica",NA,"tak",NA,"domofon / wideofon",NA,"pom. uzytkowe","cegla","256 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-winda-ID4gJAK","lodz",NA,NA
"1:608","36 m²","zapytaj","2 ","do zamieszkania","1/4","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,NA,"320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-wykonczone-pod-klucz-loggia-dabrowa-ID4gJyW","lodz",NA,"1963"
"1:609","35 m²","pelna wlasnosc","2 ","zapytaj","3/6","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,NA,NA,"322 000 zl","https://www.otodom.pl/pl/oferta/duzy-rabat-odbior-lato-2022-blisko-centrum-ID4gJs7","lodz",NA,"2022"
"1:610","31 m²","spóldzielcze wl. z KW","1 ","zapytaj","7/10","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"domofon / wideofon",NA,"piwnica, oddzielna kuchnia",NA,"215 000 zl","https://www.otodom.pl/pl/oferta/m-2-retkinia-duzy-pokoj-z-wneka-ID4gJrM","lodz",NA,"1980"
"1:611","30 m²","pelna wlasnosc","1 ","do zamieszkania","8/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","wielka plyta","278 000 zl","https://www.otodom.pl/pl/oferta/sliczna-kawalerka-w-centrum-miasta-ID4gImb","lodz",NA,"2000"
"1:612","35,81 m²","pelna wlasnosc","1 ","zapytaj","4/6","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,NA,"393 910 zl","https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-przy-ul-ogrodowej-4-ID4gIkx","lodz","2022-07-01","2022"
"1:613","35,73 m²","pelna wlasnosc","2 ","do zamieszkania","parter/11","balkon","480 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa","domofon / wideofon",NA,"piwnica, oddzielna kuchnia","wielka plyta","250 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35-73m2-na-sprzedaz-na-dabrowie-w-lodzi-ID4gIeF","lodz",NA,NA
"1:614","13,68 m²","pelna wlasnosc","1 ","do remontu","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","100 000 zl","https://www.otodom.pl/pl/oferta/lodz-srodmiescie-targowa-mini-kawalerka-ID4gI8g","lodz",NA,"1930"
"1:615","32,57 m²","zapytaj","1 ","do remontu","> 10/11","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"oddzielna kuchnia","wielka plyta","190 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-z-potencjalem-ID4gHPu","lodz",NA,"1980"
"1:616","37,22 m²","pelna wlasnosc","1 ","do zamieszkania","6/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka",NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-37m2-z-wydzielona-sypialnia-ID4gHL0","lodz",NA,"2022"
"1:617","37 m²","pelna wlasnosc","2 ","do zamieszkania","5/6","ogródek, taras","480 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","pom. uzytkowe","cegla","329 000 zl","https://www.otodom.pl/pl/oferta/urzadzone-m3-z-duzym-tarasem-na-teofilowie-ID4gHyj","lodz","2022-06-20","2004"
"1:618","30,03 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec",NA,"tak","internet","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/botanic-park-przytulny-apartament-nr-16-ID4dcxQ","lodz","2024-03-31","2024"
"1:619","28,58 m²","spóldzielcze wl. z KW","1 ","do remontu","1/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","meble, piekarnik, kuchenka, telewizor","pom. uzytkowe","wielka plyta","250 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-pod-inwestycje-ID4gGFQ","lodz",NA,"1969"
"1:620","34,74 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"267 498 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-loggia-bezposrednio-ID4g4iM","lodz",NA,NA
"1:621","34,57 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"266 189 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-loggia-bezposrednio-ID4g4jn","lodz",NA,NA
"1:622","30,5 m²","pelna wlasnosc","2 ","do remontu","2/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","internet",NA,NA,NA,"cegla","149 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-przy-dworcu-fabryczny-okazja-ID4gGkJ","lodz",NA,"1900"
"1:623","30,94 m²","pelna wlasnosc","2 ","do zamieszkania","parter/3","zapytaj","220 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"pom. uzytkowe","cegla","239 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-centrum-srodmiescie-uniwersytet-lodzki-ID4gEI0","lodz",NA,"1999"
"1:624","36 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","balkon, ogródek","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,NA,NA,"323 000 zl","https://www.otodom.pl/pl/oferta/lodz-gorna-2-pokoje-apartament-z-ogrodem-100m2-ID4gEv1","lodz",NA,"2022"
"1:625","37 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","zapytaj","135 zl","garaz/miejsce parkingowe","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, kuchenka, pralka","dwupoziomowe, pom. uzytkowe","cegla","250 000 zl","https://www.otodom.pl/pl/oferta/inwestycjyne-kawalerki-po-remoncie-ID4gDQO","lodz","2022-05-11","1960"
"1:626","31 m²","pelna wlasnosc","2 ","do zamieszkania","parter/3","zapytaj","220 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, kuchenka","pom. uzytkowe","cegla","239 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-z-c-o-miejskim-baluty-ID4gDs9","lodz",NA,"1950"
"1:627","29,57 m²","zapytaj","1 ","do wykonczenia","parter/6","ogródek, taras","zapytaj","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"pustak","303 062 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-przy-politechnice-ID4gBYq","lodz","2022-08-31","2022"
"1:628","37,95 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,"teren zamkniety",NA,"oddzielna kuchnia, pom. uzytkowe","cegla","272 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-na-balutach-ID4gD1X","lodz",NA,"1955"
"1:629","37 m²","pelna wlasnosc","2 ","do remontu","6/10","zapytaj","340 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"plastikowe","tak",NA,NA,NA,"piwnica",NA,"255 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-37m2-centrum-miasta-ID4gCMG","lodz",NA,NA
"1:630","31,09 m²","zapytaj","2 ","zapytaj","parter/3","zapytaj","366 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","pom. uzytkowe",NA,"259 360 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-samym-centrum-ID4gCux","lodz",NA,NA
"1:631","37 m²","zapytaj","1 ","zapytaj","8","balkon","440 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"305 000 zl","https://www.otodom.pl/pl/oferta/przestrzenna-kawalerka-na-widzewie-z-panorama-ID4gCpx","lodz",NA,"1979"
"1:632","36,24 m²","pelna wlasnosc","2 ","do zamieszkania","8/11","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"piwnica","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/m3-do-wprowadzenia-panorama-od-zaraz-okazja-ID4gBRP","lodz",NA,"1978"
"1:633","28,04 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","3/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"wielka plyta","223 000 zl","https://www.otodom.pl/pl/oferta/m-2-28-04-teofilow-ul-rojna-3pietro-ID4g6SS","lodz",NA,"1972"
"1:634","37,8 m²","pelna wlasnosc","2 ","do zamieszkania","9/11","balkon","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka","pom. uzytkowe","wielka plyta","270 000 zl","https://www.otodom.pl/pl/oferta/rozkladowe-m3-na-teofilowie-ID4gARY","lodz",NA,NA
"1:635","37 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","210 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","telewizja kablowa","domofon / wideofon",NA,NA,"cegla","192 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-idealne-pod-inwestycje-ID4gAqN","lodz",NA,NA
"1:636","31,7 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","kamienica",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"317 000 zl","https://www.otodom.pl/pl/oferta/biala-kamienica-nowoczesne-mieszkanie-m2-ID4fJO3","lodz",NA,"2024"
"1:637","30,9 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,NA,"299 730 zl","https://www.otodom.pl/pl/oferta/mieszkanie-30-90-m-lodz-ID4gz96","lodz","2023-06-15","2023"
"1:638","35,34 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","6/11","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"piwnica","wielka plyta","324 000 zl","https://www.otodom.pl/pl/oferta/bez-prowizji-widzew-wschod-1-pok-po-remoncie-ID4gz8u","lodz",NA,NA
"1:639","37,8 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","9/10","balkon","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,NA,"wielka plyta","285 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszknie-na-teofilowie-a-rozklad-ID4gvOF","lodz",NA,"1975"
"1:640","29 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","3/11","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"oddzielna kuchnia, pom. uzytkowe","wielka plyta","223 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-teofilow-3-pietro-balkon-winda-ID4gvMI","lodz",NA,"1973"
"1:641","26,5 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","parter/4","zapytaj","360 zl","zapytaj","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,"meble","piwnica","cegla","234 500 zl","https://www.otodom.pl/pl/oferta/male-m3-idealne-na-wynajem-ID4fILi","lodz",NA,"1970"
"1:642","27 m²","spóldzielcze wlasnosciowe","1 ","do remontu","4/4","balkon","240 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon",NA,"piwnica",NA,"185 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-27m2-z-balkonem-ivp-do-remontu-teofilow-ID4gveR","lodz","2022-04-28",NA
"1:643","36,2 m²","zapytaj","2 ","do remontu","parter/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,NA,NA,"wielka plyta","230 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-20-m-lodz-ID4gvd0","lodz",NA,NA
"1:644","37,83 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"385 866 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-ID4deI4","lodz",NA,NA
"1:645","32,76 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-bez-posrednikow-ID4gsRw","lodz",NA,NA
"1:646","36,6 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","237 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","204 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-60-m-lodz-ID4guR6","lodz",NA,NA
"1:647","32,34 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-bez-prowizji-ID4gsRS","lodz",NA,NA
"1:648","28,58 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","3/4","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","205 000 zl","https://www.otodom.pl/pl/oferta/m2-gorna-29-m2-215-000-zl-ID4gtUn","lodz",NA,"1975"
"1:649","35 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"cegla","309 120 zl","https://www.otodom.pl/pl/oferta/male-ale-wlasne-przy-lodzkiej-politechnice-ID4fnXh","lodz",NA,"2022"
"1:650","32,34 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-bezposrednio-ID4gsRP","lodz",NA,NA
